FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01004544,2019,Score,,12.086,a. Index of Multiple Deprivation (IMD)
E01004003,2019,Score,,35.58,a. Index of Multiple Deprivation (IMD)
E01004010,2019,Score,,32.313,a. Index of Multiple Deprivation (IMD)
E01031202,2019,Score,,5.158,a. Index of Multiple Deprivation (IMD)
E01031087,2019,Score,,24.331,a. Index of Multiple Deprivation (IMD)
E01014065,2019,Score,,18.149,a. Index of Multiple Deprivation (IMD)
E01030899,2019,Score,,3.477,a. Index of Multiple Deprivation (IMD)
E01004099,2019,Score,,21.103,a. Index of Multiple Deprivation (IMD)
E01004234,2019,Score,,24.249,a. Index of Multiple Deprivation (IMD)
E01030838,2019,Score,,12.122,a. Index of Multiple Deprivation (IMD)
E01013632,2019,Score,,69.112,a. Index of Multiple Deprivation (IMD)
E01013664,2019,Score,,44.015,a. Index of Multiple Deprivation (IMD)
E01004663,2019,Score,,17.986,a. Index of Multiple Deprivation (IMD)
E01013382,2019,Score,,20.26,a. Index of Multiple Deprivation (IMD)
E01013801,2019,Score,,14.545,a. Index of Multiple Deprivation (IMD)
E01013806,2019,Score,,4.932,a. Index of Multiple Deprivation (IMD)
E01004262,2019,Score,,29.288,a. Index of Multiple Deprivation (IMD)
E01004274,2019,Score,,24.191,a. Index of Multiple Deprivation (IMD)
E01004654,2019,Score,,12.798,a. Index of Multiple Deprivation (IMD)
E01013718,2019,Score,,25.561,a. Index of Multiple Deprivation (IMD)
E01004692,2019,Score,,6.602,a. Index of Multiple Deprivation (IMD)
E01004678,2019,Score,,24.677,a. Index of Multiple Deprivation (IMD)
E01013423,2019,Score,,1.81,a. Index of Multiple Deprivation (IMD)
E01004726,2019,Score,,9.4,a. Index of Multiple Deprivation (IMD)
E01013763,2019,Score,,28.548,a. Index of Multiple Deprivation (IMD)
E01011454,2019,Score,,5.041,a. Index of Multiple Deprivation (IMD)
E01011874,2019,Score,,7.686,a. Index of Multiple Deprivation (IMD)
E01011392,2019,Score,,18.29,a. Index of Multiple Deprivation (IMD)
E01011246,2019,Score,,38.808,a. Index of Multiple Deprivation (IMD)
E01011610,2019,Score,,18.457,a. Index of Multiple Deprivation (IMD)
E01011955,2019,Score,,60.822,a. Index of Multiple Deprivation (IMD)
E01011560,2019,Score,,44.335,a. Index of Multiple Deprivation (IMD)
E01013334,2019,Score,,21.621,a. Index of Multiple Deprivation (IMD)
E01011355,2019,Score,,41.638,a. Index of Multiple Deprivation (IMD)
E01011243,2019,Score,,11.402,a. Index of Multiple Deprivation (IMD)
E01013576,2019,Score,,4.563,a. Index of Multiple Deprivation (IMD)
E01013614,2019,Score,,27.732,a. Index of Multiple Deprivation (IMD)
E01011332,2019,Score,,55.539,a. Index of Multiple Deprivation (IMD)
E01011554,2019,Score,,6.544,a. Index of Multiple Deprivation (IMD)
E01011927,2019,Score,,33.556,a. Index of Multiple Deprivation (IMD)
E01031660,2019,Score,,14.871,a. Index of Multiple Deprivation (IMD)
E01031978,2019,Score,,11.541,a. Index of Multiple Deprivation (IMD)
E01013321,2019,Score,,10.011,a. Index of Multiple Deprivation (IMD)
E01031767,2019,Score,,11.583,a. Index of Multiple Deprivation (IMD)
E01031794,2019,Score,,20.92,a. Index of Multiple Deprivation (IMD)
E01031682,2019,Score,,3.694,a. Index of Multiple Deprivation (IMD)
E01031697,2019,Score,,14.48,a. Index of Multiple Deprivation (IMD)
E01031823,2019,Score,,6.157,a. Index of Multiple Deprivation (IMD)
E01031799,2019,Score,,24.129,a. Index of Multiple Deprivation (IMD)
E01013027,2019,Score,,17.767,a. Index of Multiple Deprivation (IMD)
E01013112,2019,Score,,5.025,a. Index of Multiple Deprivation (IMD)
E01013012,2019,Score,,5.469,a. Index of Multiple Deprivation (IMD)
E01013220,2019,Score,,57.99,a. Index of Multiple Deprivation (IMD)
E01013259,2019,Score,,34.491,a. Index of Multiple Deprivation (IMD)
E01013151,2019,Score,,8.975,a. Index of Multiple Deprivation (IMD)
E01012638,2019,Score,,64.719,a. Index of Multiple Deprivation (IMD)
E01012659,2019,Score,,14.542,a. Index of Multiple Deprivation (IMD)
E01013687,2019,Score,,36.008,a. Index of Multiple Deprivation (IMD)
E01013695,2019,Score,,40.424,a. Index of Multiple Deprivation (IMD)
E01012794,2019,Score,,12.474,a. Index of Multiple Deprivation (IMD)
E01012841,2019,Score,,60.236,a. Index of Multiple Deprivation (IMD)
E01012705,2019,Score,,40.445,a. Index of Multiple Deprivation (IMD)
E01012725,2019,Score,,24.751,a. Index of Multiple Deprivation (IMD)
E01013574,2019,Score,,5.194,a. Index of Multiple Deprivation (IMD)
E01013658,2019,Score,,30.36,a. Index of Multiple Deprivation (IMD)
E01031808,2019,Score,,41.008,a. Index of Multiple Deprivation (IMD)
E01013545,2019,Score,,17.171,a. Index of Multiple Deprivation (IMD)
E01013677,2019,Score,,51.943,a. Index of Multiple Deprivation (IMD)
E01013680,2019,Score,,15.404,a. Index of Multiple Deprivation (IMD)
E01013675,2019,Score,,46.71,a. Index of Multiple Deprivation (IMD)
E01017555,2019,Score,,23.229,a. Index of Multiple Deprivation (IMD)
E01017869,2019,Score,,4.215,a. Index of Multiple Deprivation (IMD)
E01018069,2019,Score,,18.839,a. Index of Multiple Deprivation (IMD)
E01018013,2019,Score,,5.061,a. Index of Multiple Deprivation (IMD)
E01033084,2019,Score,,26.359,a. Index of Multiple Deprivation (IMD)
E01033139,2019,Score,,18.844,a. Index of Multiple Deprivation (IMD)
E01017626,2019,Score,,4.378,a. Index of Multiple Deprivation (IMD)
E01017531,2019,Score,,35.092,a. Index of Multiple Deprivation (IMD)
E01032735,2019,Score,,7.828,a. Index of Multiple Deprivation (IMD)
E01032484,2019,Score,,27.538,a. Index of Multiple Deprivation (IMD)
E01017736,2019,Score,,11.507,a. Index of Multiple Deprivation (IMD)
E01032720,2019,Score,,49.164,a. Index of Multiple Deprivation (IMD)
E01018015,2019,Score,,5.184,a. Index of Multiple Deprivation (IMD)
E01017615,2019,Score,,26.333,a. Index of Multiple Deprivation (IMD)
E01032505,2019,Score,,39.804,a. Index of Multiple Deprivation (IMD)
E01032719,2019,Score,,26.037,a. Index of Multiple Deprivation (IMD)
E01032444,2019,Score,,21.995,a. Index of Multiple Deprivation (IMD)
E01032305,2019,Score,,20.433,a. Index of Multiple Deprivation (IMD)
E01032665,2019,Score,,9.913,a. Index of Multiple Deprivation (IMD)
E01032207,2019,Score,,9.27,a. Index of Multiple Deprivation (IMD)
E01012992,2019,Score,,34.669,a. Index of Multiple Deprivation (IMD)
E01032467,2019,Score,,6.969,a. Index of Multiple Deprivation (IMD)
E01032196,2019,Score,,17.019,a. Index of Multiple Deprivation (IMD)
E01033268,2019,Score,,28.543,a. Index of Multiple Deprivation (IMD)
E01033310,2019,Score,,8.249,a. Index of Multiple Deprivation (IMD)
E01032370,2019,Score,,21.82,a. Index of Multiple Deprivation (IMD)
E01032375,2019,Score,,14.727,a. Index of Multiple Deprivation (IMD)
E01033051,2019,Score,,32.341,a. Index of Multiple Deprivation (IMD)
E01032300,2019,Score,,4.145,a. Index of Multiple Deprivation (IMD)
E01033022,2019,Score,,6.969,a. Index of Multiple Deprivation (IMD)
E01030293,2019,Score,,8.822,a. Index of Multiple Deprivation (IMD)
E01030334,2019,Score,,7.372,a. Index of Multiple Deprivation (IMD)
E01030430,2019,Score,,4.773,a. Index of Multiple Deprivation (IMD)
E01030501,2019,Score,,8.431,a. Index of Multiple Deprivation (IMD)
E01029857,2019,Score,,24.663,a. Index of Multiple Deprivation (IMD)
E01029712,2019,Score,,6.443,a. Index of Multiple Deprivation (IMD)
E01030352,2019,Score,,5.207,a. Index of Multiple Deprivation (IMD)
E01030362,2019,Score,,29.583,a. Index of Multiple Deprivation (IMD)
E01031278,2019,Score,,7.491,a. Index of Multiple Deprivation (IMD)
E01031514,2019,Score,,16.154,a. Index of Multiple Deprivation (IMD)
E01031529,2019,Score,,19.802,a. Index of Multiple Deprivation (IMD)
E01031503,2019,Score,,11.943,a. Index of Multiple Deprivation (IMD)
E01030526,2019,Score,,6.803,a. Index of Multiple Deprivation (IMD)
E01030500,2019,Score,,5.395,a. Index of Multiple Deprivation (IMD)
E01030485,2019,Score,,8.353,a. Index of Multiple Deprivation (IMD)
E01014994,2019,Score,,18.292,a. Index of Multiple Deprivation (IMD)
E01014622,2019,Score,,25.765,a. Index of Multiple Deprivation (IMD)
E01014958,2019,Score,,23.801,a. Index of Multiple Deprivation (IMD)
E01014969,2019,Score,,3.351,a. Index of Multiple Deprivation (IMD)
E01014729,2019,Score,,45.773,a. Index of Multiple Deprivation (IMD)
E01030379,2019,Score,,5,a. Index of Multiple Deprivation (IMD)
E01014630,2019,Score,,33.99,a. Index of Multiple Deprivation (IMD)
E01014655,2019,Score,,48.956,a. Index of Multiple Deprivation (IMD)
E01030471,2019,Score,,10.74,a. Index of Multiple Deprivation (IMD)
E01030419,2019,Score,,5.623,a. Index of Multiple Deprivation (IMD)
E01029609,2019,Score,,14.746,a. Index of Multiple Deprivation (IMD)
E01029825,2019,Score,,12.108,a. Index of Multiple Deprivation (IMD)
E01030431,2019,Score,,11.732,a. Index of Multiple Deprivation (IMD)
E01014953,2019,Score,,10.182,a. Index of Multiple Deprivation (IMD)
E01029784,2019,Score,,8.605,a. Index of Multiple Deprivation (IMD)
E01031635,2019,Score,,5.707,a. Index of Multiple Deprivation (IMD)
E01032383,2019,Score,,14.463,a. Index of Multiple Deprivation (IMD)
E01031592,2019,Score,,5.903,a. Index of Multiple Deprivation (IMD)
E01031559,2019,Score,,27.949,a. Index of Multiple Deprivation (IMD)
E01032366,2019,Score,,9.479,a. Index of Multiple Deprivation (IMD)
E01032518,2019,Score,,53.562,a. Index of Multiple Deprivation (IMD)
E01032341,2019,Score,,7.161,a. Index of Multiple Deprivation (IMD)
E01032716,2019,Score,,16.433,a. Index of Multiple Deprivation (IMD)
E01031578,2019,Score,,4.93,a. Index of Multiple Deprivation (IMD)
E01031549,2019,Score,,26.885,a. Index of Multiple Deprivation (IMD)
E01012892,2019,Score,,61.689,a. Index of Multiple Deprivation (IMD)
E01012969,2019,Score,,7.905,a. Index of Multiple Deprivation (IMD)
E01031573,2019,Score,,26.463,a. Index of Multiple Deprivation (IMD)
E01031646,2019,Score,,1.124,a. Index of Multiple Deprivation (IMD)
E01032412,2019,Score,,13.98,a. Index of Multiple Deprivation (IMD)
E01031874,2019,Score,,4.159,a. Index of Multiple Deprivation (IMD)
E01032015,2019,Score,,13.714,a. Index of Multiple Deprivation (IMD)
E01032016,2019,Score,,12.288,a. Index of Multiple Deprivation (IMD)
E01031965,2019,Score,,9.531,a. Index of Multiple Deprivation (IMD)
E01031622,2019,Score,,7.195,a. Index of Multiple Deprivation (IMD)
E01031379,2019,Score,,11.853,a. Index of Multiple Deprivation (IMD)
E01031386,2019,Score,,26.253,a. Index of Multiple Deprivation (IMD)
E01031268,2019,Score,,8.54,a. Index of Multiple Deprivation (IMD)
E01032513,2019,Score,,35.818,a. Index of Multiple Deprivation (IMD)
E01031962,2019,Score,,5.491,a. Index of Multiple Deprivation (IMD)
E01032397,2019,Score,,20.733,a. Index of Multiple Deprivation (IMD)
E01032354,2019,Score,,18.689,a. Index of Multiple Deprivation (IMD)
E01031508,2019,Score,,15.201,a. Index of Multiple Deprivation (IMD)
E01031884,2019,Score,,15.49,a. Index of Multiple Deprivation (IMD)
E01031827,2019,Score,,17.895,a. Index of Multiple Deprivation (IMD)
E01004975,2019,Score,,20.728,a. Index of Multiple Deprivation (IMD)
E01005703,2019,Score,,61.202,a. Index of Multiple Deprivation (IMD)
E01005704,2019,Score,,36.323,a. Index of Multiple Deprivation (IMD)
E01005113,2019,Score,,57.644,a. Index of Multiple Deprivation (IMD)
E01004723,2019,Score,,29.307,a. Index of Multiple Deprivation (IMD)
E01004684,2019,Score,,21.313,a. Index of Multiple Deprivation (IMD)
E01005060,2019,Score,,16.51,a. Index of Multiple Deprivation (IMD)
E01004767,2019,Score,,24.997,a. Index of Multiple Deprivation (IMD)
E01002826,2019,Score,,10.756,a. Index of Multiple Deprivation (IMD)
E01002856,2019,Score,,37.842,a. Index of Multiple Deprivation (IMD)
E01004857,2019,Score,,49.611,a. Index of Multiple Deprivation (IMD)
E01004876,2019,Score,,46.229,a. Index of Multiple Deprivation (IMD)
E01005683,2019,Score,,72.47,a. Index of Multiple Deprivation (IMD)
E01005568,2019,Score,,72.778,a. Index of Multiple Deprivation (IMD)
E01005781,2019,Score,,47.243,a. Index of Multiple Deprivation (IMD)
E01002429,2019,Score,,30.131,a. Index of Multiple Deprivation (IMD)
E01010478,2019,Score,,51.39,a. Index of Multiple Deprivation (IMD)
E01002721,2019,Score,,28.168,a. Index of Multiple Deprivation (IMD)
E01002559,2019,Score,,25.75,a. Index of Multiple Deprivation (IMD)
E01002629,2019,Score,,23.111,a. Index of Multiple Deprivation (IMD)
E01003829,2019,Score,,26.698,a. Index of Multiple Deprivation (IMD)
E01010485,2019,Score,,50.121,a. Index of Multiple Deprivation (IMD)
E01002589,2019,Score,,23.215,a. Index of Multiple Deprivation (IMD)
E01005549,2019,Score,,8.589,a. Index of Multiple Deprivation (IMD)
E01004724,2019,Score,,10.86,a. Index of Multiple Deprivation (IMD)
E01004730,2019,Score,,6.582,a. Index of Multiple Deprivation (IMD)
E01005594,2019,Score,,25.818,a. Index of Multiple Deprivation (IMD)
E01002701,2019,Score,,27.789,a. Index of Multiple Deprivation (IMD)
E01002532,2019,Score,,28.501,a. Index of Multiple Deprivation (IMD)
E01005583,2019,Score,,58.337,a. Index of Multiple Deprivation (IMD)
E01032879,2019,Score,,41.559,a. Index of Multiple Deprivation (IMD)
E01033058,2019,Score,,16.18,a. Index of Multiple Deprivation (IMD)
E01012615,2019,Score,,34.174,a. Index of Multiple Deprivation (IMD)
E01033597,2019,Score,,26.867,a. Index of Multiple Deprivation (IMD)
E01032937,2019,Score,,54.089,a. Index of Multiple Deprivation (IMD)
E01033580,2019,Score,,8.919,a. Index of Multiple Deprivation (IMD)
E01032898,2019,Score,,46.843,a. Index of Multiple Deprivation (IMD)
E01032858,2019,Score,,22.215,a. Index of Multiple Deprivation (IMD)
E01012580,2019,Score,,40.635,a. Index of Multiple Deprivation (IMD)
E01033581,2019,Score,,34.941,a. Index of Multiple Deprivation (IMD)
E01013540,2019,Score,,9.255,a. Index of Multiple Deprivation (IMD)
E01033579,2019,Score,,21.114,a. Index of Multiple Deprivation (IMD)
E01012564,2019,Score,,15.985,a. Index of Multiple Deprivation (IMD)
E01033436,2019,Score,,44.765,a. Index of Multiple Deprivation (IMD)
E01033568,2019,Score,,13.113,a. Index of Multiple Deprivation (IMD)
E01004904,2019,Score,,14.081,a. Index of Multiple Deprivation (IMD)
E01004705,2019,Score,,5.344,a. Index of Multiple Deprivation (IMD)
E01004716,2019,Score,,7.362,a. Index of Multiple Deprivation (IMD)
E01004634,2019,Score,,12.856,a. Index of Multiple Deprivation (IMD)
E01002748,2019,Score,,39.897,a. Index of Multiple Deprivation (IMD)
E01002759,2019,Score,,20.645,a. Index of Multiple Deprivation (IMD)
E01002874,2019,Score,,20.025,a. Index of Multiple Deprivation (IMD)
E01002913,2019,Score,,18.046,a. Index of Multiple Deprivation (IMD)
E01004962,2019,Score,,17.153,a. Index of Multiple Deprivation (IMD)
E01004932,2019,Score,,32.56,a. Index of Multiple Deprivation (IMD)
E01033131,2019,Score,,46.273,a. Index of Multiple Deprivation (IMD)
E01032906,2019,Score,,37.889,a. Index of Multiple Deprivation (IMD)
E01004806,2019,Score,,7.755,a. Index of Multiple Deprivation (IMD)
E01004853,2019,Score,,45.554,a. Index of Multiple Deprivation (IMD)
E01004903,2019,Score,,9.335,a. Index of Multiple Deprivation (IMD)
E01032812,2019,Score,,6.865,a. Index of Multiple Deprivation (IMD)
E01032601,2019,Score,,6.989,a. Index of Multiple Deprivation (IMD)
E01032990,2019,Score,,6.082,a. Index of Multiple Deprivation (IMD)
E01032771,2019,Score,,13.182,a. Index of Multiple Deprivation (IMD)
E01032589,2019,Score,,21.427,a. Index of Multiple Deprivation (IMD)
E01032835,2019,Score,,10.989,a. Index of Multiple Deprivation (IMD)
E01032534,2019,Score,,25.411,a. Index of Multiple Deprivation (IMD)
E01032209,2019,Score,,10.462,a. Index of Multiple Deprivation (IMD)
E01032851,2019,Score,,28.902,a. Index of Multiple Deprivation (IMD)
E01032891,2019,Score,,5.493,a. Index of Multiple Deprivation (IMD)
E01032279,2019,Score,,18.179,a. Index of Multiple Deprivation (IMD)
E01032333,2019,Score,,46.46,a. Index of Multiple Deprivation (IMD)
E01033224,2019,Score,,56.225,a. Index of Multiple Deprivation (IMD)
E01032958,2019,Score,,9.192,a. Index of Multiple Deprivation (IMD)
E01033200,2019,Score,,34.155,a. Index of Multiple Deprivation (IMD)
E01032130,2019,Score,,11.036,a. Index of Multiple Deprivation (IMD)
E01032242,2019,Score,,33.018,a. Index of Multiple Deprivation (IMD)
E01032256,2019,Score,,25.06,a. Index of Multiple Deprivation (IMD)
E01032179,2019,Score,,17.608,a. Index of Multiple Deprivation (IMD)
E01032630,2019,Score,,10.562,a. Index of Multiple Deprivation (IMD)
E01017920,2019,Score,,8.516,a. Index of Multiple Deprivation (IMD)
E01032575,2019,Score,,37.628,a. Index of Multiple Deprivation (IMD)
E01017835,2019,Score,,13.788,a. Index of Multiple Deprivation (IMD)
E01032822,2019,Score,,12.944,a. Index of Multiple Deprivation (IMD)
E01032151,2019,Score,,5.211,a. Index of Multiple Deprivation (IMD)
E01032681,2019,Score,,8.761,a. Index of Multiple Deprivation (IMD)
E01032557,2019,Score,,61.526,a. Index of Multiple Deprivation (IMD)
E01032326,2019,Score,,4.29,a. Index of Multiple Deprivation (IMD)
E01032136,2019,Score,,12.081,a. Index of Multiple Deprivation (IMD)
E01032017,2019,Score,,3.772,a. Index of Multiple Deprivation (IMD)
E01002914,2019,Score,,8.875,a. Index of Multiple Deprivation (IMD)
E01002973,2019,Score,,23.106,a. Index of Multiple Deprivation (IMD)
E01003105,2019,Score,,29.263,a. Index of Multiple Deprivation (IMD)
E01003139,2019,Score,,13.474,a. Index of Multiple Deprivation (IMD)
E01003062,2019,Score,,22.44,a. Index of Multiple Deprivation (IMD)
E01003076,2019,Score,,18.536,a. Index of Multiple Deprivation (IMD)
E01002796,2019,Score,,23.575,a. Index of Multiple Deprivation (IMD)
E01002806,2019,Score,,26.952,a. Index of Multiple Deprivation (IMD)
E01003828,2019,Score,,6.069,a. Index of Multiple Deprivation (IMD)
E01003889,2019,Score,,4.826,a. Index of Multiple Deprivation (IMD)
E01003895,2019,Score,,8.016,a. Index of Multiple Deprivation (IMD)
E01003858,2019,Score,,3.877,a. Index of Multiple Deprivation (IMD)
E01003905,2019,Score,,7.581,a. Index of Multiple Deprivation (IMD)
E01003888,2019,Score,,13.591,a. Index of Multiple Deprivation (IMD)
E01002558,2019,Score,,23.82,a. Index of Multiple Deprivation (IMD)
E01032289,2019,Score,,8.046,a. Index of Multiple Deprivation (IMD)
E01032266,2019,Score,,16.068,a. Index of Multiple Deprivation (IMD)
E01010505,2019,Score,,11.678,a. Index of Multiple Deprivation (IMD)
E01032295,2019,Score,,16.026,a. Index of Multiple Deprivation (IMD)
E01032340,2019,Score,,20.069,a. Index of Multiple Deprivation (IMD)
E01032297,2019,Score,,7.23,a. Index of Multiple Deprivation (IMD)
E01032909,2019,Score,,18.705,a. Index of Multiple Deprivation (IMD)
E01032952,2019,Score,,6.463,a. Index of Multiple Deprivation (IMD)
E01010440,2019,Score,,45.687,a. Index of Multiple Deprivation (IMD)
E01010450,2019,Score,,55.326,a. Index of Multiple Deprivation (IMD)
E01002413,2019,Score,,30.67,a. Index of Multiple Deprivation (IMD)
E01002414,2019,Score,,8.777,a. Index of Multiple Deprivation (IMD)
E01003044,2019,Score,,43.069,a. Index of Multiple Deprivation (IMD)
E01010493,2019,Score,,11.636,a. Index of Multiple Deprivation (IMD)
E01002989,2019,Score,,8.627,a. Index of Multiple Deprivation (IMD)
E01012915,2019,Score,,52.637,a. Index of Multiple Deprivation (IMD)
E01012935,2019,Score,,10.796,a. Index of Multiple Deprivation (IMD)
E01013057,2019,Score,,5.025,a. Index of Multiple Deprivation (IMD)
E01013146,2019,Score,,21.829,a. Index of Multiple Deprivation (IMD)
E01013033,2019,Score,,10.609,a. Index of Multiple Deprivation (IMD)
E01013035,2019,Score,,11.758,a. Index of Multiple Deprivation (IMD)
E01011763,2019,Score,,40.252,a. Index of Multiple Deprivation (IMD)
E01011793,2019,Score,,20.321,a. Index of Multiple Deprivation (IMD)
E01011751,2019,Score,,14.113,a. Index of Multiple Deprivation (IMD)
E01011757,2019,Score,,21.072,a. Index of Multiple Deprivation (IMD)
E01011890,2019,Score,,13.545,a. Index of Multiple Deprivation (IMD)
E01011920,2019,Score,,31.541,a. Index of Multiple Deprivation (IMD)
E01011811,2019,Score,,62.619,a. Index of Multiple Deprivation (IMD)
E01011821,2019,Score,,20.683,a. Index of Multiple Deprivation (IMD)
E01011613,2019,Score,,25.369,a. Index of Multiple Deprivation (IMD)
E01011670,2019,Score,,28.918,a. Index of Multiple Deprivation (IMD)
E01001543,2019,Score,,9.625,a. Index of Multiple Deprivation (IMD)
E01001662,2019,Score,,22.073,a. Index of Multiple Deprivation (IMD)
E01002336,2019,Score,,13,a. Index of Multiple Deprivation (IMD)
E01002345,2019,Score,,30.318,a. Index of Multiple Deprivation (IMD)
E01001646,2019,Score,,25.032,a. Index of Multiple Deprivation (IMD)
E01002297,2019,Score,,38.58,a. Index of Multiple Deprivation (IMD)
E01001577,2019,Score,,33.562,a. Index of Multiple Deprivation (IMD)
E01001503,2019,Score,,28.155,a. Index of Multiple Deprivation (IMD)
E01002409,2019,Score,,22.359,a. Index of Multiple Deprivation (IMD)
E01002304,2019,Score,,22.295,a. Index of Multiple Deprivation (IMD)
E01002352,2019,Score,,17.934,a. Index of Multiple Deprivation (IMD)
E01002281,2019,Score,,33.762,a. Index of Multiple Deprivation (IMD)
E01002033,2019,Score,,38.453,a. Index of Multiple Deprivation (IMD)
E01002092,2019,Score,,35.887,a. Index of Multiple Deprivation (IMD)
E01002277,2019,Score,,33.413,a. Index of Multiple Deprivation (IMD)
E01000265,2019,Score,,15.103,a. Index of Multiple Deprivation (IMD)
E01000321,2019,Score,,14.405,a. Index of Multiple Deprivation (IMD)
E01000232,2019,Score,,14.534,a. Index of Multiple Deprivation (IMD)
E01000261,2019,Score,,7.628,a. Index of Multiple Deprivation (IMD)
E01013331,2019,Score,,46,a. Index of Multiple Deprivation (IMD)
E01013157,2019,Score,,6.172,a. Index of Multiple Deprivation (IMD)
E01000341,2019,Score,,8.884,a. Index of Multiple Deprivation (IMD)
E01000350,2019,Score,,7.89,a. Index of Multiple Deprivation (IMD)
E01002864,2019,Score,,9.506,a. Index of Multiple Deprivation (IMD)
E01002963,2019,Score,,9.886,a. Index of Multiple Deprivation (IMD)
E01002744,2019,Score,,17.889,a. Index of Multiple Deprivation (IMD)
E01002839,2019,Score,,25.779,a. Index of Multiple Deprivation (IMD)
E01000211,2019,Score,,14.568,a. Index of Multiple Deprivation (IMD)
E01000221,2019,Score,,45.842,a. Index of Multiple Deprivation (IMD)
E01002966,2019,Score,,9.456,a. Index of Multiple Deprivation (IMD)
E01012420,2019,Score,,63.895,a. Index of Multiple Deprivation (IMD)
E01012395,2019,Score,,9.208,a. Index of Multiple Deprivation (IMD)
E01012406,2019,Score,,35.446,a. Index of Multiple Deprivation (IMD)
E01012506,2019,Score,,40.746,a. Index of Multiple Deprivation (IMD)
E01012513,2019,Score,,3.536,a. Index of Multiple Deprivation (IMD)
E01012465,2019,Score,,16.888,a. Index of Multiple Deprivation (IMD)
E01012475,2019,Score,,14.173,a. Index of Multiple Deprivation (IMD)
E01013183,2019,Score,,24.192,a. Index of Multiple Deprivation (IMD)
E01013150,2019,Score,,11.358,a. Index of Multiple Deprivation (IMD)
E01012984,2019,Score,,9.073,a. Index of Multiple Deprivation (IMD)
E01013385,2019,Score,,28.648,a. Index of Multiple Deprivation (IMD)
E01013275,2019,Score,,5.744,a. Index of Multiple Deprivation (IMD)
E01013290,2019,Score,,15.076,a. Index of Multiple Deprivation (IMD)
E01013320,2019,Score,,24.098,a. Index of Multiple Deprivation (IMD)
E01013008,2019,Score,,12.849,a. Index of Multiple Deprivation (IMD)
E01018118,2019,Score,,5.266,a. Index of Multiple Deprivation (IMD)
E01010717,2019,Score,,37.382,a. Index of Multiple Deprivation (IMD)
E01002401,2019,Score,,26.638,a. Index of Multiple Deprivation (IMD)
E01010015,2019,Score,,24.121,a. Index of Multiple Deprivation (IMD)
E01002540,2019,Score,,27.799,a. Index of Multiple Deprivation (IMD)
E01009988,2019,Score,,42.705,a. Index of Multiple Deprivation (IMD)
E01018147,2019,Score,,27.143,a. Index of Multiple Deprivation (IMD)
E01018062,2019,Score,,21.267,a. Index of Multiple Deprivation (IMD)
E01011215,2019,Score,,17.687,a. Index of Multiple Deprivation (IMD)
E01011236,2019,Score,,40.333,a. Index of Multiple Deprivation (IMD)
E01009938,2019,Score,,31.089,a. Index of Multiple Deprivation (IMD)
E01011176,2019,Score,,11.477,a. Index of Multiple Deprivation (IMD)
E01010024,2019,Score,,14.574,a. Index of Multiple Deprivation (IMD)
E01018122,2019,Score,,5.107,a. Index of Multiple Deprivation (IMD)
E01011295,2019,Score,,40.705,a. Index of Multiple Deprivation (IMD)
E01003588,2019,Score,,29.189,a. Index of Multiple Deprivation (IMD)
E01003704,2019,Score,,18.734,a. Index of Multiple Deprivation (IMD)
E01003723,2019,Score,,28.091,a. Index of Multiple Deprivation (IMD)
E01003665,2019,Score,,11.889,a. Index of Multiple Deprivation (IMD)
E01016688,2019,Score,,8.171,a. Index of Multiple Deprivation (IMD)
E01016736,2019,Score,,5.867,a. Index of Multiple Deprivation (IMD)
E01004267,2019,Score,,32.998,a. Index of Multiple Deprivation (IMD)
E01004270,2019,Score,,22.295,a. Index of Multiple Deprivation (IMD)
E01009982,2019,Score,,39.492,a. Index of Multiple Deprivation (IMD)
E01010045,2019,Score,,35.679,a. Index of Multiple Deprivation (IMD)
E01002691,2019,Score,,10.73,a. Index of Multiple Deprivation (IMD)
E01002539,2019,Score,,7.115,a. Index of Multiple Deprivation (IMD)
E01009950,2019,Score,,31.021,a. Index of Multiple Deprivation (IMD)
E01003641,2019,Score,,14.28,a. Index of Multiple Deprivation (IMD)
E01010013,2019,Score,,14.747,a. Index of Multiple Deprivation (IMD)
E01012835,2019,Score,,12.173,a. Index of Multiple Deprivation (IMD)
E01002189,2019,Score,,5.666,a. Index of Multiple Deprivation (IMD)
E01012419,2019,Score,,50.245,a. Index of Multiple Deprivation (IMD)
E01012900,2019,Score,,58.7,a. Index of Multiple Deprivation (IMD)
E01002022,2019,Score,,14.395,a. Index of Multiple Deprivation (IMD)
E01012629,2019,Score,,39.439,a. Index of Multiple Deprivation (IMD)
E01002192,2019,Score,,6.662,a. Index of Multiple Deprivation (IMD)
E01002018,2019,Score,,26.666,a. Index of Multiple Deprivation (IMD)
E01012581,2019,Score,,12.323,a. Index of Multiple Deprivation (IMD)
E01012863,2019,Score,,35.48,a. Index of Multiple Deprivation (IMD)
E01001673,2019,Score,,35.883,a. Index of Multiple Deprivation (IMD)
E01001633,2019,Score,,34.156,a. Index of Multiple Deprivation (IMD)
E01012548,2019,Score,,9.28,a. Index of Multiple Deprivation (IMD)
E01012840,2019,Score,,57.449,a. Index of Multiple Deprivation (IMD)
E01012689,2019,Score,,36.249,a. Index of Multiple Deprivation (IMD)
E01002648,2019,Score,,20.096,a. Index of Multiple Deprivation (IMD)
E01002531,2019,Score,,17.549,a. Index of Multiple Deprivation (IMD)
